id,age,color,latitude,longitude,date,location,specific_location,running,chasing,climbing,eating,foraging,other_activities,kuks,quaas,moans,tail_flags,tail_twitches,approaches,indifferent,runs_from
37D-AM-1018-01,Juvenile,Gray,40.794870990001600,-73.957972411994300,2018-10-18,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
1D-PM-1007-06,Adult,Gray,40.767238228278100,-73.978065967955700,2018-10-07,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
13D-PM-1018-02,Adult,Gray,40.776120280884000,-73.971720137877500,2018-10-18,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False
36D-AM-1007-01,Adult,Cinnamon,40.794431473386000,-73.958124302172200,2018-10-07,Ground Plane,,False,False,True,False,True,,False,False,False,False,False,False,False,True
10G-AM-1006-05,Adult,Gray,40.772750814905800,-73.970721539488700,2018-10-06,Ground Plane,,False,True,False,False,False,chasing (#6),True,False,False,False,False,False,False,False
7H-AM-1006-15,Adult,Gray,40.770101177420700,-73.970272124465200,2018-10-06,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
42B-AM-1014-02,Adult,Black,40.799602742862500,-73.957013001715900,2018-10-14,Ground Plane,,False,False,False,False,True,digging,False,False,False,False,False,False,True,False
39G-PM-1013-05,Adult,Gray,40.795522617819900,-73.954065230470500,2018-10-13,Ground Plane,,False,True,False,False,True,,False,False,False,False,False,False,False,False
12F-PM-1007-05,Adult,Gray,40.774218639193500,-73.969785557313700,2018-10-07,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
8I-AM-1006-08,Adult,Gray,40.769923269444000,-73.969096816081900,2018-10-06,Above Ground,tree,False,False,False,False,False,,True,True,False,False,False,False,False,False
12F-AM-1020-06,Adult,Cinnamon,40.775111035403400,-73.970148120029800,2018-10-20,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False
42D-PM-1013-01,Adult,Gray,40.798703176800100,-73.954482814186000,2018-10-13,Ground Plane,,False,False,False,False,True,watching passers-by,False,False,False,False,False,True,True,False
38D-PM-1006-01,Adult,Gray,40.795659960879800,-73.956940336584700,2018-10-06,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False
30B-AM-1007-03,Adult,Gray,40.790765400601900,-73.964129328373400,2018-10-07,Above Ground,,True,False,False,False,False,,False,False,False,False,False,False,False,False
11E-AM-1013-04,Adult,Black,40.774593494770600,-73.971430331569900,2018-10-13,Ground Plane,,False,False,False,False,True,burying,False,False,False,False,False,False,True,False
16A-PM-1019-07,Juvenile,Gray,40.780121384362800,-73.972179782457600,2018-10-19,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,True,False,False
4B-AM-1010-03,Juvenile,Gray,40.769775833309900,-73.978995202963700,2018-10-10,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False
14H-AM-1007-02,Juvenile,Gray,40.775611171835500,-73.966652655477200,2018-10-07,Ground Plane,,False,False,False,False,False,sitting,False,False,False,False,False,False,True,False
11I-AM-1012-02,Adult,Cinnamon,40.772881335024500,-73.967742315468200,2018-10-12,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False
7H-AM-1006-04,Adult,Gray,40.769872094337000,-73.971213385696000,2018-10-06,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
23C-PM-1014-02,Adult,Gray,40.784275351764800,-73.966652109425500,2018-10-14,Ground Plane,"in bushes, then ran across path",True,False,False,False,True,,False,False,False,False,False,False,False,False
36A-AM-1018-01,Juvenile,Gray,40.795455123814600,-73.961575114859500,2018-10-18,Above Ground,,False,False,False,True,False,eating (red berries),False,False,False,False,False,False,True,False
2D-AM-1007-06,Adult,Gray,40.767632106066900,-73.977802969090000,2018-10-07,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
6A-PM-1012-04,Adult,Cinnamon,40.771904101844000,-73.978426472499000,2018-10-12,Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,False,False
22A-AM-1008-03,Adult,Gray,40.784465194641500,-73.968847083126900,2018-10-08,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
8H-PM-1014-06,Adult,Gray,40.770198357551100,-73.970301085622400,2018-10-14,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
3D-AM-1006-04,Adult,Cinnamon,40.768310229566300,-73.977685479791600,2018-10-06,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True
40A-PM-1014-06,Adult,Gray,40.798500398778400,-73.958837574505000,2018-10-14,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False
1B-PM-1019-06,Juvenile,Cinnamon,40.767745563393200,-73.980100732750600,2018-10-19,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
41E-AM-1007-06,Adult,Gray,40.798207350942000,-73.954843074160500,2018-10-07,Above Ground,tree,False,False,True,False,True,,False,False,False,False,False,False,False,False
36B-AM-1013-04,,Black,40.795381100398600,-73.960216687697900,2018-10-13,Above Ground,Moved 20+ feet high above top of tree limb,False,True,False,False,False,,False,False,False,False,False,False,False,True
18F-AM-1014-01,Adult,Gray,40.779136518298000,-73.966943292957300,2018-10-14,Above Ground,Low tree,False,False,False,True,False,,False,False,False,False,False,False,True,False
16H-PM-1014-04,Adult,Gray,40.776458003628700,-73.965728805501100,2018-10-14,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False
40C-PM-1006-05,Adult,Gray,40.797408663126700,-73.956830551301700,2018-10-06,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
13D-AM-1014-06,Adult,Gray,40.776153208852100,-73.970879849613200,2018-10-14,Ground Plane,,True,False,False,True,False,,False,False,False,False,False,False,False,True
18D-PM-1017-01,Adult,Gray,40.780166168571200,-73.968331245301100,2018-10-17,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
33D-PM-1006-02,,Gray,40.791585703029500,-73.959834078357200,2018-10-06,Above Ground,,False,True,False,False,False,,False,False,False,False,False,False,False,True
37H-PM-1006-02,Adult,Gray,40.793300354468500,-73.953347602073600,2018-10-06,Ground Plane,tree,True,False,True,False,True,,True,False,False,False,False,False,False,True
12H-PM-1007-02,Adult,Gray,40.774269591200000,-73.967738733666700,2018-10-07,Above Ground,in tree,False,False,True,True,False,peanuts,False,False,False,False,False,False,True,False
21F-AM-1018-05,Adult,Cinnamon,40.781437183483700,-73.964961108968500,2018-10-18,Above Ground,,False,False,True,False,False,,False,False,False,False,True,False,False,True
9D-AM-1008-01,Adult,Gray,40.772952143323500,-73.974483556308600,2018-10-08,Ground Plane,,False,False,False,False,True,,False,False,False,True,False,False,False,True
1G-AM-1006-02,Juvenile,Gray,40.765523188367800,-73.974691876207600,2018-10-06,Above Ground,,False,False,True,False,True,,False,False,False,False,True,False,True,False
12E-PM-1018-04,Adult,Cinnamon,40.775067070209300,-73.971428959239200,2018-10-18,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True
18I-AM-1017-02,Adult,Gray,40.777678211498100,-73.963859076839600,2018-10-17,Above Ground,,False,False,True,False,False,,False,False,False,False,True,False,False,True
15I-AM-1008-04,Adult,Gray,40.776001512929800,-73.965314263689100,2018-10-08,Ground Plane,,False,False,True,True,False,,False,False,False,False,False,False,False,True
35D-AM-1019-01,,,40.793965373389800,-73.958609817024100,2018-10-19,Above Ground,"on tree, blue jays gathering nearby",False,False,False,False,False,,True,False,False,False,False,False,False,False
32B-AM-1017-02,Adult,Gray,40.792025518946700,-73.963100689807000,2018-10-17,Ground Plane,,True,False,False,False,True,,False,False,False,False,True,False,False,True
3D-PM-1010-12,Adult,Cinnamon,40.768381335834300,-73.976835717386100,2018-10-10,Ground Plane,,True,True,False,False,True,,False,True,False,False,False,False,False,False
35C-PM-1013-02,,Gray,40.794372410862600,-73.960148648316400,2018-10-13,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,True,False,False
37B-PM-1013-05,Adult,Gray,40.796441708498500,-73.959741836666400,2018-10-13,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
41D-PM-1014-03,Adult,Gray,40.798540496558200,-73.954959868822000,2018-10-14,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False
16E-AM-1014-09,Adult,Gray,40.778185700305000,-73.968784741065600,2018-10-14,Above Ground,In tree,False,False,True,False,False,,False,False,False,False,False,False,True,False
18G-PM-1013-02,Adult,Gray,40.779168366621500,-73.965901023841700,2018-10-13,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,False
7D-PM-1010-01,Adult,Gray,40.772065969606700,-73.974944662970600,2018-10-10,Ground Plane,outside fenced hectare,True,False,False,False,False,,False,False,False,False,False,False,False,False
8G-PM-1017-01,Adult,Gray,40.771414508636100,-73.971322876671000,2018-10-17,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
4C-PM-1010-06,Adult,Gray,40.769045349438300,-73.977382113561100,2018-10-10,Ground Plane,behind playground benches,False,False,False,True,False,,False,False,False,False,True,False,False,True
1C-PM-1013-06,Adult,Gray,40.767820153596800,-73.979310334086900,2018-10-13,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
14E-AM-1008-19,Adult,Gray,40.776234992408100,-73.970173142921000,2018-10-08,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
40G-AM-1007-02,Juvenile,Cinnamon,40.796375924050400,-73.952526164386000,2018-10-07,Above Ground,,True,False,True,False,False,,False,False,False,False,False,False,True,False
12H-PM-1007-08,,,40.774187102511500,-73.968083372977200,2018-10-07,Above Ground,in tree,False,False,False,False,False,,False,False,False,False,False,False,False,True
22G-AM-1018-05,Adult,Gray,40.781740129208300,-73.963264604962200,2018-10-18,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
23E-PM-1006-01,Adult,Gray,40.783961184088400,-73.964728420664400,2018-10-06,Above Ground,on a tree,True,False,False,False,False,,False,False,False,False,False,False,False,True
22G-AM-1018-02,Adult,Gray,40.782093662820200,-73.963529075118300,2018-10-18,Ground Plane,,True,False,True,False,False,,True,False,False,False,False,False,False,True
16D-PM-1010-03,Adult,Gray,40.778654565907200,-73.969636075645300,2018-10-10,Above Ground,,False,False,True,True,False,,False,False,False,False,False,False,True,False
14D-AM-1014-16,Adult,Gray,40.776909695761600,-73.970910438032300,2018-10-14,Ground Plane,,False,False,True,False,False,,False,False,False,False,False,False,True,False
11H-AM-1010-05,Adult,Gray,40.772478696161900,-73.968542906083900,2018-10-10,Ground Plane,,False,True,False,False,False,,False,False,False,False,False,False,True,False
19F-PM-1017-04,Adult,Gray,40.780301112438200,-73.965258474975800,2018-10-17,Ground Plane,,False,True,True,False,False,,False,False,False,False,True,False,False,True
30A-AM-1010-01,Adult,Cinnamon,40.790819178217300,-73.965049950701100,2018-10-10,Above Ground,,True,False,True,False,False,,False,False,False,False,True,False,False,True
2E-AM-1010-02,Adult,Gray,40.766869641176500,-73.977239672854500,2018-10-10,Ground Plane,,True,False,False,True,False,,False,False,False,False,False,False,True,False
40D-PM-1013-05,Adult,Gray,40.797625845860400,-73.956114166230900,2018-10-13,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True
11H-AM-1010-04,,Gray,40.772451055832700,-73.968280324100700,2018-10-10,,,False,False,False,False,True,,False,False,False,False,True,False,False,False
41D-AM-1014-05,Adult,Gray,40.797843198020400,-73.955311377109800,2018-10-14,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
6D-PM-1020-04,,Gray,40.770603530154200,-73.976144062796600,2018-10-20,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False
9C-PM-1006-01,Adult,Gray,40.773134745224500,-73.974680219401200,2018-10-06,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,True
35A-AM-1014-04,Adult,Gray,40.795287595429700,-73.961761238870300,2018-10-14,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
15C-PM-1017-03,Adult,Black,40.778435304371400,-73.971348759157700,2018-10-17,Above Ground,running across overpass,True,False,False,False,False,,False,False,False,False,False,False,True,False
14E-AM-1008-06,Adult,Gray,40.776800100808300,-73.970131075327700,2018-10-08,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
16B-AM-1014-01,Adult,Gray,40.779496335425400,-73.971847448091900,2018-10-14,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
11A-PM-1013-01,Adult,Cinnamon,40.775625745803600,-73.975681045360600,2018-10-13,Ground Plane,,False,False,False,True,False,eating (osage orange),False,False,False,False,False,False,True,False
33I-PM-1006-09,Adult,Black,40.789970262883500,-73.954742329027600,2018-10-06,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False
38E-AM-1010-07,Adult,Gray,40.795112407694600,-73.955967796372700,2018-10-10,Above Ground,branches,True,True,False,False,False,chasing and being chased by #6,False,False,False,False,True,False,False,True
39B-PM-1014-03,Adult,Gray,40.798012122663500,-73.958469608328400,2018-10-14,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
36G-PM-1012-01,Adult,Gray,40.793353758462400,-73.954908248115200,2018-10-12,Ground Plane,,False,False,False,False,False,crossing east drive,False,False,False,False,False,False,False,False
14C-PM-1006-02,Adult,Gray,40.777213558730800,-73.971446549325700,2018-10-06,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,False,True
21F-PM-1018-03,Adult,Gray,40.781544584119500,-73.964382538161400,2018-10-18,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
21H-AM-1017-02,Adult,Cinnamon,40.781130239791200,-73.962541620087700,2018-10-17,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True
22F-AM-1007-02,Adult,Gray,40.782693848993000,-73.963852606209300,2018-10-07,Ground Plane,,False,False,False,False,False,standing,False,False,False,False,False,False,True,False
5G-PM-1010-03,Adult,Gray,40.768814796037000,-73.973351945818000,2018-10-10,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
15F-AM-1007-02,Adult,Gray,40.776599466588000,-73.968522731073500,2018-10-07,Above Ground,,True,False,True,False,False,,False,False,False,False,False,False,False,True
13D-PM-1018-09,Adult,Gray,40.776085913838000,-73.972167004243400,2018-10-18,Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,True,False
3B-AM-1010-01,Adult,Cinnamon,40.768827249296100,-73.979215389314600,2018-10-10,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
37D-PM-1014-05,Adult,Gray,40.795308067370600,-73.957933527548600,2018-10-14,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
14E-AM-1008-07,Adult,Gray,40.776672034657600,-73.970416619481500,2018-10-08,Ground Plane,,False,False,False,False,True,walking,False,False,False,False,False,False,True,False
40B-PM-1014-01,Adult,Gray,40.798573410572900,-73.957305768624100,2018-10-14,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
41A-PM-1007-03,Adult,Gray,40.799219457529300,-73.958198248646900,2018-10-07,Above Ground,,True,False,True,False,False,,False,False,False,False,True,False,False,False
3I-PM-1013-05,Adult,Gray,40.765913186517200,-73.972467515471000,2018-10-13,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False
16D-PM-1010-06,Adult,Gray,40.778291392572700,-73.970033071211900,2018-10-10,Ground Plane,,True,False,False,False,True,walking,False,False,False,False,False,False,False,False
37E-PM-1006-08,Adult,Gray,40.794667975581600,-73.957008621228500,2018-10-06,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
33C-AM-1012-02,Adult,Gray,40.792408233032800,-73.961540262965500,2018-10-12,Above Ground,tree branches,False,True,True,False,False,,False,False,False,False,False,False,True,False
10F-AM-1007-01,Adult,Gray,40.772369158743300,-73.970836458359100,2018-10-07,Above Ground,,False,False,True,False,False,,False,False,False,True,False,False,False,False
9B-PM-1013-04,Juvenile,Gray,40.773624164826000,-73.975697264763600,2018-10-13,Above Ground,,False,False,True,False,False,,False,False,False,False,True,False,True,False
1C-AM-1012-01,Adult,Gray,40.767149999752700,-73.979944149340400,2018-10-12,Ground Plane,,True,False,False,False,False,,False,False,False,True,False,False,False,True
7H-PM-1006-03,Adult,Gray,40.770116389268600,-73.970904062377700,2018-10-06,Above Ground,tree,True,False,True,False,False,,False,False,False,True,False,False,True,False
3F-AM-1006-09,Juvenile,Gray,40.767361828478200,-73.974522776978800,2018-10-06,Ground Plane,in grass by light post,False,False,False,False,True,,False,False,False,False,False,False,True,False
22D-PM-1012-05,Adult,Gray,40.783365968919400,-73.965954996351600,2018-10-12,,,False,False,False,True,False,,False,False,False,False,False,False,True,False
5C-PM-1010-10,Adult,Gray,40.770467129594100,-73.976362226927200,2018-10-10,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,True,False,False
17E-AM-1017-06,Adult,Gray,40.778972838191200,-73.967468843358300,2018-10-17,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False
9G-PM-1007-05,Adult,Gray,40.771707404446600,-73.970636000527500,2018-10-07,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,True
1D-PM-1007-03,Adult,Gray,40.766830005609400,-73.978336690382900,2018-10-07,Ground Plane,,False,True,False,False,False,,False,False,False,False,False,False,True,False
35A-AM-1014-06,Adult,Gray,40.794512635846500,-73.962204767770100,2018-10-14,Ground Plane,,False,True,False,False,False,,False,False,False,False,False,False,True,False
42I-PM-1014-03,,Gray,40.796517007214000,-73.949721767455500,2018-10-14,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
22C-PM-1006-05,Juvenile,Gray,40.783887015905700,-73.967130643121100,2018-10-06,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False
4B-PM-1018-01,Adult,Gray,40.769687080622900,-73.978671420730700,2018-10-18,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,True,False,False
10B-PM-1014-03,Adult,Gray,40.774339188376200,-73.975099256436200,2018-10-14,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,False
41D-PM-1014-01,Adult,Gray,40.798046020404100,-73.955621819925800,2018-10-14,Ground Plane,,False,False,False,True,False,"digging,drinking",False,False,False,False,False,False,False,True
25A-AM-1013-02,,Gray,40.786748221134900,-73.967777940846400,2018-10-13,Above Ground,BIG TREE,False,True,False,False,False,chasing #3,False,False,False,True,False,False,True,False
35A-PM-1013-12,Adult,Gray,40.795003315038500,-73.961239850978200,2018-10-13,Ground Plane,,True,False,False,False,False,,False,False,False,True,False,False,False,True
3I-AM-1010-04,Adult,Gray,40.766448817538400,-73.972055375354800,2018-10-10,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
16D-PM-1010-04,Adult,Gray,40.778778019335800,-73.970014824840200,2018-10-10,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
2C-PM-1013-08,Adult,Gray,40.768507914969200,-73.978912608860600,2018-10-13,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,True,False,False
7B-AM-1008-01,Adult,Gray,40.772366638212500,-73.977184391222900,2018-10-08,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
22F-AM-1007-07,Juvenile,Cinnamon,40.782769822070300,-73.964659745212800,2018-10-07,Above Ground,,False,False,True,False,False,,False,False,False,False,True,False,False,False
6A-AM-1006-04,Adult,Gray,40.771708609078200,-73.978264381390000,2018-10-06,Ground Plane,,False,True,False,False,True,,False,False,False,False,True,False,False,False
6A-PM-1012-05,Adult,Cinnamon,40.771826028833800,-73.978513330142600,2018-10-12,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
37G-PM-1007-03,Adult,Gray,40.794308653043600,-73.954332378688800,2018-10-07,Above Ground,,False,False,False,True,False,"lying on belly on branch,eating big nut",False,False,False,False,False,False,False,False
13D-PM-1018-13,Adult,Gray,40.776094287248800,-73.971225676528300,2018-10-18,Ground Plane,,False,False,False,False,True,digging,False,False,False,False,False,False,True,False
33E-AM-1014-02,Juvenile,Black,40.791815056804600,-73.959335280617500,2018-10-14,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True
14B-PM-1014-06,Juvenile,Gray,40.778191678062100,-73.972748864073600,2018-10-14,Ground Plane,,False,False,False,False,False,watching me,False,False,False,False,False,True,False,False
7E-PM-1013-05,Adult,Gray,40.770716767186500,-73.974280455238300,2018-10-13,Ground Plane,On rocks,False,False,False,True,True,,False,False,False,False,True,False,True,False
9A-AM-1013-11,Juvenile,Gray,40.774388357624700,-73.976931945034800,2018-10-13,Ground Plane,foot of tree,True,True,False,False,False,,False,False,False,False,False,False,True,False
11D-AM-1010-06,Adult,Gray,40.774830099128700,-73.971827082034700,2018-10-10,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
18C-PM-1018-03,Juvenile,Gray,40.780297200146900,-73.969819667116100,2018-10-18,Above Ground,,True,True,False,False,False,,False,False,False,False,False,False,False,True
36I-PM-1007-05,Adult,Gray,40.792094978835800,-73.953026355248900,2018-10-07,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False
1A-PM-1014-02,Adult,Cinnamon,40.768292184232500,-73.980820208850300,2018-10-14,Above Ground,,False,True,False,False,False,,False,False,False,False,False,False,False,False
42G-PM-1014-01,Adult,Gray,40.797698538583500,-73.952229160340500,2018-10-14,Above Ground,,False,False,True,False,True,,False,False,True,False,False,False,False,True
9I-PM-1010-07,Adult,Gray,40.770941356785900,-73.968575159548500,2018-10-10,Above Ground,ran up tree,True,False,False,False,False,,False,False,False,False,False,False,False,True
12C-AM-1013-02,Adult,Gray,40.776034583573000,-73.972159237841800,2018-10-13,Ground Plane,,False,True,False,False,False,,True,False,False,False,False,False,True,False
37G-PM-1007-04,,Cinnamon,40.794201225045000,-73.954090851307500,2018-10-07,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
35E-AM-1020-03,Adult,Gray,40.793457029446900,-73.957393007991800,2018-10-20,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
8F-PM-1012-01,Adult,Gray,40.771572615938300,-73.971758022866400,2018-10-12,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False
34I-PM-1010-06,Adult,Gray,40.790854075198300,-73.954771179682300,2018-10-10,,,False,False,False,False,True,,False,False,False,False,True,False,False,False
33E-AM-1014-09,Juvenile,Black,40.791311922358400,-73.958967599551700,2018-10-14,Above Ground,,False,True,False,False,False,,False,False,False,False,False,False,True,False
16D-PM-1010-09,Adult,Gray,40.778205568811300,-73.969876202314600,2018-10-10,Ground Plane,,False,True,False,False,False,,True,False,False,False,False,False,True,False
14H-AM-1007-01,Adult,Gray,40.775134287070500,-73.967154956606600,2018-10-07,Above Ground,top of tree,True,False,False,False,False,jumping between branches,False,False,False,False,False,False,True,False
13H-PM-1010-09,Adult,Gray,40.774281314995700,-73.967939909738200,2018-10-10,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
29C-AM-1007-03,Adult,Gray,40.789133072717000,-73.962942011362200,2018-10-07,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True
12G-PM-1007-05,,Gray,40.773791155986700,-73.968846687460500,2018-10-07,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
18H-PM-1014-03,Adult,Gray,40.777969277719300,-73.964241199043200,2018-10-14,Ground Plane,,False,False,False,False,True,,False,False,False,True,False,False,True,False
15I-AM-1008-02,Adult,Gray,40.775874311381700,-73.965327906988800,2018-10-08,Above Ground,on fence,False,False,False,True,False,,False,False,False,False,False,False,False,True
42C-AM-1007-04,Adult,Gray,40.799092806243500,-73.955693721825200,2018-10-07,Ground Plane,,False,False,False,False,False,walking,False,False,False,False,False,False,True,False
38E-PM-1014-03,,Gray,40.795276502224100,-73.955880906464800,2018-10-14,Ground Plane,THICK UNDERGROWTH,False,False,False,False,True,,False,False,False,False,False,False,True,False
39C-AM-1017-04,Adult,Gray,40.797027128241000,-73.957976896139000,2018-10-17,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,True
5C-PM-1010-04,Adult,Gray,40.770756153294900,-73.976988747385200,2018-10-10,Ground Plane,,True,False,False,True,False,,False,False,False,False,False,False,True,False
14I-PM-1018-06,Adult,Cinnamon,40.775261463802300,-73.965590530092300,2018-10-18,Above Ground,,True,False,True,False,False,,False,False,False,False,True,False,True,False
32E-PM-1017-01,Adult,Gray,40.790999173343500,-73.958888608379300,2018-10-17,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
9B-PM-1013-01,Juvenile,Gray,40.773887954541200,-73.975483679670600,2018-10-13,Ground Plane,,False,False,False,False,False,playing,False,False,False,False,True,False,True,False
26B-AM-1010-01,Adult,Gray,40.787850233803100,-73.966293963072200,2018-10-10,Ground Plane,running across bridle path,True,False,False,False,False,,False,False,False,False,False,False,False,True
31D-AM-1014-02,Juvenile,Gray,40.790935139350500,-73.961305195730600,2018-10-14,Ground Plane,Undergrowth,False,False,False,False,True,,False,False,False,False,False,False,False,True
5C-PM-1010-11,Adult,Cinnamon,40.770606513989000,-73.976423537332200,2018-10-10,Ground Plane,,False,False,True,False,True,,False,False,False,False,False,False,False,False
16C-AM-1014-04,Adult,Gray,40.778750322024200,-73.970505382157700,2018-10-14,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
5D-PM-1018-04,Adult,Gray,40.770281512254000,-73.976379112143800,2018-10-18,Ground Plane,,False,True,False,False,False,chasing (dog chasing),False,False,False,False,False,False,False,True
36B-PM-1013-03,Adult,Gray,40.795246676183200,-73.960016578548600,2018-10-13,Ground Plane,,True,True,False,False,False,,False,False,False,False,True,False,False,True
40C-AM-1017-02,Adult,Gray,40.798008091111500,-73.957372413326400,2018-10-17,Ground Plane,,False,True,False,True,False,chasing (#1),False,False,False,False,False,False,False,True
28I-AM-1013-01,Adult,Gray,40.785565440544700,-73.958010935708700,2018-10-13,Ground Plane,Jumped onto path & then back into brush,False,False,False,False,False,stood on fence,False,False,False,False,False,False,False,True
38F-AM-1018-04,Adult,Gray,40.795015748910300,-73.954887783013600,2018-10-18,Ground Plane,,False,False,True,False,False,,False,False,False,False,False,False,False,False
1F-AM-1010-01,Adult,Gray,40.766119988943100,-73.976731443502700,2018-10-10,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
26A-AM-1014-01,,Gray,40.787539295772200,-73.967324369991800,2018-10-14,Ground Plane,,False,True,False,False,True,,False,False,False,False,False,False,False,False
32E-AM-1007-05,Adult,Black,40.790734770835300,-73.959637590703800,2018-10-07,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False
17F-PM-1020-04,Juvenile,Gray,40.778674959677400,-73.967323555532100,2018-10-20,Above Ground,,False,False,False,True,False,,False,False,False,False,False,False,False,False
11A-PM-1013-03,Adult,Cinnamon,40.775511981067800,-73.975753618731900,2018-10-13,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
17E-AM-1017-01,Adult,Gray,40.778923439724900,-73.967504748030800,2018-10-17,Ground Plane,Pond area,False,False,False,False,True,,False,False,False,False,False,False,True,False
31I-PM-1019-02,Adult,Gray,40.788061796386800,-73.956276528800400,2018-10-19,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
32H-PM-1006-02,,Gray,40.789240039494100,-73.955858952960800,2018-10-06,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False
6A-PM-1012-07,Adult,Cinnamon,40.771618450500200,-73.978553652913600,2018-10-12,Ground Plane,elevated ground,False,True,False,False,True,,False,False,False,False,False,False,True,False
